age;job;marital;education;balance;housing;loan;month;duration;campaign;pdays
52;admin.;married;secondary;693;no;no;jun;271;1;-1
28;student;single;secondary;0;yes;no;may;133;3;-1
49;management;married;secondary;362;yes;no;jun;84;2;-1
28;technician;single;secondary;618;yes;no;may;281;1;-1
29;technician;single;tertiary;2893;yes;no;jun;250;1;-1
87;retired;married;primary;230;no;no;oct;144;1;-1
37;management;divorced;secondary;1287;yes;no;may;432;1;-1
36;services;married;primary;179;no;no;jun;411;1;-1
35;self-employed;married;tertiary;980;no;no;aug;428;2;336
33;admin.;married;tertiary;79;yes;no;oct;249;2;335
60;admin.;married;secondary;3043;no;no;aug;235;3;-1
25;management;single;tertiary;808;no;no;sep;267;2;114
69;retired;married;secondary;745;no;no;sep;595;1;-1
41;student;married;secondary;1309;no;no;jun;28;4;-1
48;management;single;secondary;290;yes;no;jul;257;2;-1
35;blue-collar;divorced;primary;1792;yes;no;jul;630;6;-1
30;blue-collar;single;secondary;178;yes;no;may;747;5;-1
59;management;married;tertiary;0;no;no;aug;87;4;-1
32;management;single;tertiary;537;no;no;may;187;3;-1
28;blue-collar;single;secondary;416;yes;no;may;452;2;-1
60;blue-collar;married;primary;1472;no;no;jun;36;4;-1
36;management;married;primary;3953;yes;no;nov;277;1;-1
32;management;single;tertiary;112;yes;no;may;118;1;-1
34;management;divorced;tertiary;13204;yes;yes;nov;197;2;-1
58;blue-collar;married;secondary;0;no;yes;apr;101;5;-1
53;management;married;unknown;2240;yes;no;jun;282;2;385
31;management;married;tertiary;22546;yes;no;may;8;6;267
33;admin.;married;secondary;0;yes;no;jul;1448;7;-1
46;unemployed;divorced;primary;23;no;no;nov;344;1;-1
29;blue-collar;married;secondary;228;yes;no;may;12;8;342
37;self-employed;married;secondary;215;yes;no;jun;61;1;-1
58;blue-collar;married;primary;23;yes;no;may;91;6;-1
34;management;married;secondary;293;yes;no;may;162;3;-1
34;blue-collar;divorced;secondary;0;no;yes;may;339;1;-1
49;entrepreneur;married;primary;199;no;no;may;113;2;-1
53;admin.;married;secondary;459;no;no;apr;558;1;-1
42;unemployed;married;secondary;8131;yes;no;may;69;1;-1
40;services;married;secondary;-378;yes;yes;may;541;1;295
30;blue-collar;single;primary;395;no;no;nov;429;1;-1
31;technician;divorced;secondary;10787;yes;no;jun;135;2;-1
55;admin.;married;secondary;865;yes;no;oct;96;1;111
36;management;married;tertiary;340;yes;no;apr;68;2;-1
31;blue-collar;single;secondary;1882;no;no;may;529;2;-1
26;management;married;tertiary;265;no;no;jan;650;2;-1
31;admin.;married;secondary;389;yes;no;dec;69;1;185
49;admin.;married;secondary;0;yes;yes;jul;71;7;-1
54;management;married;tertiary;384;yes;no;may;30;7;-1
47;management;divorced;tertiary;94;yes;no;jul;9;19;-1
61;management;married;secondary;1471;no;no;aug;331;2;-1
49;blue-collar;married;primary;937;yes;no;jun;66;1;-1
51;technician;married;secondary;500;yes;no;nov;26;6;-1
53;blue-collar;married;primary;25;yes;no;may;266;3;-1
35;management;married;tertiary;365;no;no;nov;168;2;-1
25;unemployed;single;secondary;34;no;yes;jul;316;1;-1
79;retired;married;primary;429;no;no;jul;1006;2;-1
53;technician;married;primary;6839;yes;no;nov;77;1;-1
21;student;single;secondary;6;no;no;may;622;1;-1
33;blue-collar;married;secondary;467;yes;no;may;494;2;-1
40;self-employed;divorced;secondary;1876;no;yes;jun;269;1;-1
34;entrepreneur;married;secondary;1847;yes;no;apr;543;3;321
52;unknown;married;primary;247;no;no;jul;268;6;-1
27;admin.;married;secondary;897;no;no;jun;397;1;-1
57;services;divorced;secondary;4664;no;no;nov;22;4;114
51;self-employed;divorced;secondary;1291;yes;no;jun;51;2;-1
31;student;single;tertiary;64;no;no;sep;208;1;105
49;unemployed;married;tertiary;-471;yes;no;nov;77;3;185
32;management;single;tertiary;1160;yes;yes;jun;450;2;-1
28;admin.;single;tertiary;14;no;no;jun;201;1;-1
33;blue-collar;married;secondary;26;yes;no;apr;342;3;332
50;blue-collar;married;unknown;452;no;no;aug;181;2;-1
42;blue-collar;single;secondary;382;yes;no;may;294;1;-1
45;admin.;married;unknown;2033;no;no;nov;123;1;186
34;unemployed;married;secondary;0;yes;no;may;172;1;-1
56;admin.;divorced;unknown;789;yes;no;may;1022;1;360
33;blue-collar;single;secondary;142;yes;no;may;123;1;360
34;admin.;married;secondary;645;yes;no;may;420;1;-1
37;blue-collar;married;unknown;897;yes;no;apr;119;2;280
37;blue-collar;married;secondary;103;yes;no;may;153;1;-1
35;admin.;single;secondary;847;yes;no;may;85;2;-1
38;unknown;single;tertiary;0;no;no;sep;260;3;95
32;blue-collar;married;secondary;517;yes;no;may;528;1;-1
52;technician;single;tertiary;1308;yes;no;may;361;1;-1
49;services;married;secondary;66;yes;yes;nov;59;4;-1
46;management;divorced;secondary;361;yes;no;may;86;7;-1
42;entrepreneur;married;primary;66;yes;yes;feb;139;1;-1
36;blue-collar;married;unknown;70;yes;no;may;219;4;-1
32;services;married;secondary;180;yes;no;may;45;2;-1
49;technician;married;tertiary;279;yes;no;may;168;4;-1
46;services;married;secondary;4;no;no;apr;268;1;261
40;entrepreneur;married;secondary;1416;yes;no;may;210;2;-1
36;admin.;married;secondary;465;yes;no;may;160;1;-1
36;admin.;married;secondary;998;yes;no;may;1044;2;-1
34;technician;married;secondary;550;no;yes;jul;601;1;-1
46;management;married;tertiary;1285;yes;no;may;89;1;-1
32;services;married;tertiary;4908;no;yes;may;491;2;-1
32;unemployed;single;tertiary;336;yes;no;may;139;1;-1
32;management;single;tertiary;131;no;no;jun;267;3;-1
43;management;married;tertiary;348;no;yes;jul;88;3;-1
25;self-employed;single;tertiary;453;yes;no;jul;134;1;-1
55;admin.;married;secondary;1102;yes;no;may;126;2;-1
24;admin.;single;secondary;926;yes;yes;may;191;1;-1
40;management;divorced;tertiary;502;yes;no;feb;267;4;270
38;management;single;tertiary;8669;yes;no;apr;5;3;150
48;blue-collar;single;primary;316;no;no;jun;560;2;-1
36;management;married;tertiary;9324;yes;no;mar;138;8;-1
57;management;married;tertiary;0;no;no;aug;188;4;-1
45;admin.;married;secondary;72;yes;yes;may;262;2;352
33;self-employed;single;tertiary;61;no;no;aug;836;3;-1
38;technician;single;secondary;173;no;no;aug;150;4;-1
26;services;single;secondary;-162;yes;no;may;44;2;-1
30;management;single;tertiary;47;no;yes;jul;11;17;-1
55;services;divorced;tertiary;1983;yes;no;nov;123;1;-1
34;blue-collar;married;secondary;326;yes;yes;may;150;2;-1
60;admin.;married;secondary;2552;no;yes;jan;255;2;2
36;management;single;tertiary;1283;no;no;aug;92;5;-1
65;housemaid;married;primary;2179;yes;no;sep;112;7;-1
39;self-employed;married;tertiary;1047;no;no;jun;554;1;-1
52;blue-collar;married;primary;36;no;no;aug;109;2;-1
55;technician;married;secondary;-308;no;no;feb;781;1;-1
26;management;single;tertiary;1177;no;no;oct;116;1;-1
40;self-employed;married;primary;2077;yes;no;may;363;1;173
52;entrepreneur;married;secondary;0;no;no;aug;82;2;-1
29;self-employed;married;tertiary;1;no;no;jul;167;3;-1
41;blue-collar;married;primary;7735;yes;no;nov;220;1;190
30;technician;single;tertiary;1922;yes;no;may;546;1;-1
28;student;single;secondary;153;no;no;jul;1124;2;-1
26;blue-collar;married;secondary;2770;yes;no;may;141;1;-1
58;management;married;secondary;139;no;no;may;188;1;161
29;management;single;tertiary;21;yes;no;may;107;4;371
48;technician;married;secondary;178;yes;no;jun;320;4;-1
35;blue-collar;married;secondary;444;yes;no;apr;244;3;-1
26;services;single;secondary;209;yes;no;jul;319;2;-1
49;blue-collar;married;unknown;3096;no;no;jun;147;2;-1
34;admin.;married;secondary;5320;no;no;mar;114;6;467
32;services;married;secondary;4885;yes;yes;nov;400;2;-1
31;admin.;married;secondary;0;yes;yes;nov;79;3;-1
48;unemployed;married;primary;5462;no;no;jun;29;4;-1
40;blue-collar;married;secondary;6767;yes;no;nov;97;2;-1
42;technician;divorced;secondary;2974;yes;no;may;187;5;-1
48;technician;married;secondary;427;no;no;may;201;1;-1
38;services;married;secondary;8876;no;no;feb;280;1;75
53;management;married;tertiary;146;no;no;may;150;1;-1
59;retired;divorced;secondary;319;no;no;jul;129;1;-1
28;unemployed;single;secondary;304;no;no;jun;516;1;-1
41;blue-collar;married;primary;389;yes;no;jun;127;2;-1
50;management;single;primary;766;no;no;jun;174;2;-1
31;admin.;married;secondary;0;yes;no;jul;82;5;-1
30;technician;single;secondary;3107;yes;no;jun;1516;2;-1
59;admin.;divorced;secondary;174;yes;no;may;204;1;-1
33;technician;divorced;secondary;-305;no;yes;may;109;1;-1
35;self-employed;married;secondary;670;no;no;jul;378;1;-1
30;management;single;tertiary;6164;yes;no;may;152;11;-1
71;retired;married;secondary;2850;no;no;feb;185;1;-1
30;services;single;primary;79;yes;no;may;317;1;-1
24;services;married;secondary;110;yes;no;may;27;1;-1
34;technician;single;secondary;5039;no;no;nov;205;6;-1
34;blue-collar;married;secondary;360;yes;no;nov;46;1;182
52;admin.;married;secondary;199;no;no;jan;978;2;189
33;self-employed;single;secondary;238;yes;yes;feb;45;5;-1
38;blue-collar;married;secondary;5092;yes;no;jun;145;6;-1
41;admin.;divorced;secondary;1088;yes;no;jan;138;1;-1
42;management;divorced;tertiary;221;yes;no;may;720;2;-1
38;blue-collar;divorced;secondary;889;no;yes;jun;362;1;-1
48;blue-collar;married;primary;750;yes;no;may;90;6;-1
34;technician;single;secondary;0;yes;yes;may;214;1;-1
46;blue-collar;married;primary;1291;yes;no;may;142;3;259
33;technician;married;secondary;1844;yes;no;may;241;3;-1
40;management;married;tertiary;89;yes;yes;feb;148;6;-1
36;admin.;married;secondary;4280;no;no;jun;227;6;-1
32;technician;single;secondary;0;no;no;aug;126;2;-1
33;blue-collar;married;secondary;625;yes;no;may;410;1;-1
55;technician;married;unknown;574;yes;no;jan;243;2;-1
58;management;married;primary;320;yes;no;may;171;2;-1
25;technician;single;tertiary;468;yes;no;may;147;1;-1
47;services;married;secondary;440;yes;no;jun;91;1;-1
40;unemployed;married;secondary;0;yes;no;nov;332;1;183
59;retired;married;secondary;5706;yes;no;jul;471;2;-1
40;management;married;tertiary;7780;no;no;may;364;1;355
30;management;married;secondary;-559;yes;yes;may;98;1;167
25;entrepreneur;single;tertiary;16874;yes;yes;may;117;2;-1
58;retired;married;primary;1987;no;no;jul;185;4;-1
39;entrepreneur;married;unknown;98;yes;no;may;59;3;367
40;self-employed;married;tertiary;642;no;no;nov;147;3;-1
38;blue-collar;married;secondary;526;yes;yes;may;553;2;-1
66;management;single;tertiary;6483;no;no;aug;275;1;-1
47;management;married;tertiary;2306;no;no;aug;239;4;-1
37;blue-collar;married;secondary;954;yes;no;jun;402;9;-1
36;management;single;tertiary;-679;yes;yes;may;172;1;93
50;blue-collar;married;primary;-1;no;no;aug;195;2;-1
76;retired;married;primary;2590;no;no;feb;68;12;-1
58;management;single;tertiary;331;no;yes;jul;82;3;-1
42;admin.;married;secondary;4209;yes;no;jun;57;6;-1
58;services;divorced;secondary;462;no;no;nov;495;1;93
28;self-employed;single;tertiary;0;yes;no;jul;479;1;-1
41;technician;married;secondary;0;no;no;aug;141;2;-1
30;management;married;tertiary;151;no;no;aug;82;4;-1
32;management;divorced;tertiary;883;yes;no;dec;798;1;185
27;services;single;secondary;266;no;yes;jul;232;1;-1
48;management;married;tertiary;0;no;no;aug;60;5;-1
36;technician;married;tertiary;491;yes;no;may;103;3;-1
54;management;married;tertiary;3;no;yes;jul;443;1;-1
36;blue-collar;married;secondary;198;yes;no;may;400;2;-1
52;housemaid;married;secondary;14363;no;no;jun;132;1;-1
34;technician;divorced;secondary;0;yes;yes;aug;374;16;-1
43;technician;married;secondary;136;no;no;aug;363;7;-1
32;management;single;tertiary;28;no;no;aug;111;2;-1
33;management;single;tertiary;335;no;no;aug;130;4;-1
51;housemaid;married;unknown;174;no;no;jul;308;3;-1
39;unemployed;married;secondary;270;yes;no;jun;116;1;-1
44;management;single;tertiary;1206;no;no;jul;160;2;-1
49;housemaid;divorced;primary;198;yes;no;may;205;3;-1
25;technician;married;tertiary;914;yes;no;may;185;2;-1
39;self-employed;married;secondary;31;yes;no;nov;61;2;181
54;technician;married;secondary;0;no;no;aug;159;2;106
32;management;single;tertiary;347;yes;no;may;213;1;264
36;management;married;tertiary;860;yes;no;may;294;15;-1
54;technician;married;secondary;89;yes;no;jul;140;3;-1
31;technician;married;secondary;0;yes;yes;jan;71;1;223
45;services;married;secondary;0;no;yes;jul;47;7;-1
31;admin.;single;secondary;68;yes;no;apr;570;2;-1
45;technician;married;secondary;-149;yes;no;jul;287;2;-1
33;services;divorced;secondary;2411;yes;no;oct;130;1;161
46;management;divorced;tertiary;225;yes;no;may;201;1;345
43;unknown;single;tertiary;2731;no;no;nov;11;7;-1
50;management;married;tertiary;112;yes;no;nov;70;5;85
44;management;divorced;tertiary;0;no;no;aug;54;2;-1
42;services;married;secondary;3620;yes;no;may;22;16;-1
26;blue-collar;single;secondary;179;no;no;jul;103;3;-1
47;admin.;single;secondary;1544;yes;no;apr;104;1;312
48;blue-collar;married;primary;199;no;no;aug;29;2;-1
60;blue-collar;married;unknown;231;yes;no;may;57;2;-1
27;admin.;divorced;secondary;76;yes;no;jun;236;1;-1
30;unemployed;single;tertiary;302;no;no;feb;528;3;-1
28;admin.;single;secondary;189;yes;no;jul;68;2;-1
58;retired;married;primary;565;no;no;jul;876;1;-1
37;entrepreneur;married;tertiary;310;no;no;sep;76;1;-1
36;services;married;secondary;1746;yes;no;may;99;1;-1
39;technician;married;secondary;6;yes;no;may;122;3;357
52;unemployed;married;primary;-110;no;yes;jan;141;1;-1
55;retired;married;secondary;2749;yes;yes;may;58;2;-1
30;management;single;tertiary;6495;no;no;mar;78;3;-1
36;blue-collar;single;secondary;35;yes;no;jun;435;3;-1
39;admin.;married;secondary;-650;no;no;may;123;2;364
47;blue-collar;married;primary;292;no;yes;jul;210;3;-1
42;housemaid;single;primary;5774;yes;no;may;54;2;-1
42;management;married;secondary;2416;yes;no;may;138;4;-1
58;retired;married;secondary;35;no;no;jul;336;7;-1
68;retired;married;secondary;19317;yes;no;aug;249;1;-1
43;technician;married;secondary;50;no;no;may;63;1;-1
44;blue-collar;married;secondary;-674;yes;no;may;257;1;-1
49;technician;married;tertiary;3726;no;no;aug;875;2;-1
57;retired;married;tertiary;1180;yes;yes;may;191;2;-1
61;self-employed;divorced;tertiary;6610;no;no;feb;481;2;-1
36;admin.;single;secondary;319;yes;no;may;120;2;-1
31;blue-collar;married;secondary;1545;yes;yes;may;207;1;-1
51;technician;married;tertiary;1315;no;no;jun;303;2;-1
31;technician;single;tertiary;424;no;no;aug;93;2;-1
56;blue-collar;married;primary;151;no;no;feb;128;1;-1
30;technician;single;tertiary;-970;no;yes;aug;194;2;-1
38;services;married;secondary;-762;yes;yes;may;408;2;-1
35;services;married;secondary;181;yes;no;jul;5;3;-1
31;blue-collar;married;unknown;-120;yes;no;jul;231;2;-1
39;admin.;divorced;secondary;1022;yes;no;jun;20;3;-1
50;management;married;tertiary;78;yes;no;jan;218;3;161
39;technician;married;tertiary;209;no;no;jul;36;2;-1
26;admin.;married;secondary;2469;no;no;jul;136;8;-1
55;technician;married;secondary;0;no;no;nov;336;1;-1
43;blue-collar;divorced;primary;328;no;yes;jul;192;1;-1
34;housemaid;married;tertiary;0;no;no;may;141;1;188
51;self-employed;married;primary;307;yes;yes;jun;65;2;-1
31;management;married;tertiary;1384;yes;no;jan;203;2;2
32;management;married;tertiary;0;no;no;aug;104;9;-1
53;technician;married;secondary;719;yes;no;may;230;1;-1
44;management;divorced;tertiary;0;no;no;aug;71;1;-1
38;entrepreneur;married;tertiary;6704;yes;no;may;205;2;-1
47;self-employed;married;tertiary;4543;yes;no;may;162;1;-1
36;management;married;tertiary;0;yes;no;may;145;2;-1
30;management;single;tertiary;149;yes;no;jun;220;2;-1
46;blue-collar;married;secondary;-1400;yes;no;may;309;3;355
33;entrepreneur;married;secondary;-118;yes;yes;may;421;3;-1
43;blue-collar;married;secondary;2160;no;no;sep;261;1;98
38;management;married;tertiary;3452;no;no;aug;132;2;-1
27;technician;single;secondary;842;no;no;jul;273;1;91
38;management;married;unknown;3576;no;no;nov;349;2;183
41;unemployed;married;tertiary;1666;no;no;jun;291;3;-1
29;technician;married;secondary;0;yes;no;jul;83;6;-1
39;services;married;secondary;0;yes;no;may;793;2;-1
42;blue-collar;single;primary;1628;yes;no;feb;119;1;195
47;services;married;secondary;51;yes;yes;may;312;1;-1
30;blue-collar;single;secondary;447;no;no;may;103;6;-1
34;admin.;married;secondary;396;yes;no;jul;101;3;-1
45;housemaid;married;primary;4994;no;no;jun;48;1;-1
43;admin.;married;secondary;3215;yes;no;jul;228;3;-1
59;blue-collar;married;primary;2814;no;no;jun;81;3;-1
50;technician;married;secondary;0;no;no;jul;152;2;-1
39;blue-collar;married;secondary;293;yes;no;may;160;3;-1
36;technician;married;secondary;474;yes;no;may;59;1;-1
44;blue-collar;married;secondary;16178;yes;no;nov;297;1;-1
36;technician;married;tertiary;0;no;no;aug;147;2;-1
27;management;single;tertiary;88;no;no;may;143;1;-1
29;services;married;secondary;308;yes;no;may;75;1;-1
70;retired;married;secondary;1164;no;no;may;338;3;185
44;management;married;tertiary;13893;no;no;jun;29;2;-1
55;management;married;tertiary;0;yes;no;may;159;2;-1
36;technician;divorced;secondary;-435;yes;no;jun;85;8;-1
28;technician;single;secondary;389;yes;no;may;15;7;-1
50;management;divorced;tertiary;356;no;no;may;198;2;358
49;technician;married;secondary;2718;no;no;may;114;2;-1
71;retired;divorced;tertiary;261;no;no;aug;1117;2;-1
31;admin.;single;secondary;757;no;no;feb;343;2;-1
45;management;single;tertiary;16;no;no;jul;59;2;-1
42;blue-collar;married;secondary;-422;no;no;jul;31;1;-1
45;admin.;married;secondary;248;no;no;jul;212;2;-1
47;technician;married;primary;145;yes;no;may;157;6;-1
60;retired;divorced;secondary;598;no;yes;jul;96;1;-1
35;management;married;tertiary;949;yes;no;may;245;2;-1
31;technician;single;tertiary;614;no;no;aug;72;4;-1
33;blue-collar;married;primary;1209;yes;no;apr;700;1;-1
50;self-employed;married;tertiary;202;yes;no;apr;107;1;148
51;blue-collar;married;secondary;1840;yes;no;aug;312;3;-1
34;technician;married;secondary;114;yes;yes;jun;153;1;309
56;services;married;secondary;-229;no;yes;jul;55;10;-1
29;services;married;secondary;182;yes;no;may;38;3;-1
31;blue-collar;married;secondary;401;no;no;aug;96;3;-1
44;technician;divorced;unknown;759;yes;no;may;397;1;-1
55;retired;married;secondary;4194;no;yes;jul;208;3;-1
35;student;single;unknown;0;no;no;jan;122;3;-1
36;technician;married;tertiary;629;yes;yes;dec;109;1;246
54;retired;married;secondary;153;yes;yes;may;74;1;-1
32;management;married;tertiary;553;yes;no;jul;72;1;-1
36;management;divorced;tertiary;1057;no;no;feb;383;2;-1
60;retired;married;secondary;78;yes;no;may;113;3;-1
32;technician;single;secondary;-28;no;yes;jul;400;1;-1
57;management;married;tertiary;929;no;no;aug;387;8;-1
34;blue-collar;married;primary;428;yes;no;may;59;2;-1
27;student;single;secondary;268;yes;no;may;528;1;358
52;management;single;tertiary;83;no;no;aug;1223;6;-1
45;admin.;divorced;unknown;998;yes;no;jul;38;2;-1
58;admin.;single;secondary;2223;no;no;dec;1139;2;114
39;blue-collar;single;primary;6;yes;no;nov;286;2;-1
48;blue-collar;single;secondary;312;yes;yes;feb;369;2;-1
36;management;single;secondary;0;no;no;aug;333;5;-1
31;technician;single;secondary;691;yes;no;may;198;1;-1
41;management;married;tertiary;771;yes;no;aug;106;8;-1
30;self-employed;single;secondary;192;no;no;jul;423;1;-1
57;retired;married;tertiary;0;no;no;aug;116;4;-1
29;admin.;single;secondary;1070;yes;no;may;30;1;357
29;services;divorced;secondary;84;yes;no;apr;1101;2;-1
30;management;single;tertiary;2;no;no;jun;102;1;85
44;management;married;tertiary;1242;yes;no;aug;384;6;-1
33;student;single;unknown;5969;no;no;sep;156;2;127
56;admin.;divorced;secondary;3337;yes;no;nov;99;3;-1
26;services;single;secondary;1347;no;no;jun;280;6;92
52;technician;married;secondary;64;no;no;aug;20;2;-1
32;management;single;secondary;249;yes;no;jun;258;1;-1
36;technician;single;secondary;0;no;no;aug;85;6;-1
26;blue-collar;married;secondary;128;no;no;jul;355;1;-1
37;blue-collar;married;secondary;196;yes;no;jun;66;3;-1
34;technician;married;secondary;351;yes;no;jul;467;1;-1
26;services;single;secondary;5533;yes;no;may;582;2;283
32;services;married;secondary;38;yes;no;may;744;1;-1
30;management;single;tertiary;35;no;no;jul;185;4;-1
27;technician;single;secondary;235;yes;no;may;13;5;-1
42;admin.;single;secondary;30;yes;no;feb;98;1;266
33;blue-collar;single;primary;92;yes;no;may;127;1;-1
37;blue-collar;married;secondary;67;no;no;jun;45;2;-1
45;blue-collar;married;secondary;4022;yes;no;jan;244;3;-1
36;entrepreneur;married;tertiary;3057;no;no;jun;2769;4;-1
39;management;single;tertiary;0;yes;no;may;561;4;369
33;management;single;tertiary;349;no;no;aug;182;1;-1
47;services;married;secondary;2322;no;no;aug;618;1;-1
49;entrepreneur;married;secondary;167;yes;yes;may;198;3;-1
46;management;divorced;secondary;558;no;no;aug;126;6;-1
31;services;married;secondary;-230;yes;yes;jul;715;1;-1
43;unemployed;divorced;secondary;4094;yes;no;nov;63;1;-1
30;blue-collar;single;secondary;239;yes;no;may;412;1;-1
43;management;divorced;tertiary;497;no;no;may;66;1;363
42;blue-collar;married;secondary;179;yes;no;nov;96;1;-1
30;admin.;single;tertiary;305;no;no;apr;633;1;85
33;management;single;tertiary;-67;yes;no;may;364;1;-1
41;admin.;married;secondary;4539;no;no;may;298;3;-1
29;blue-collar;single;secondary;770;yes;no;apr;341;1;-1
38;unemployed;married;secondary;-673;yes;no;may;364;1;-1
29;technician;married;tertiary;858;yes;no;jun;234;7;330
80;housemaid;married;primary;0;no;no;feb;639;1;189
38;management;single;tertiary;5244;no;no;aug;310;4;-1
36;blue-collar;divorced;primary;117;yes;no;jun;123;4;-1
38;self-employed;married;tertiary;846;no;no;jun;253;1;-1
44;management;married;secondary;0;yes;no;jul;96;2;-1
31;management;married;tertiary;1331;no;no;apr;297;1;86
31;services;single;secondary;31;yes;yes;may;501;2;-1
57;admin.;divorced;primary;179;yes;no;may;67;1;368
37;blue-collar;married;primary;543;yes;no;may;281;1;-1
50;blue-collar;married;secondary;253;yes;yes;may;475;2;-1
60;retired;married;primary;71188;no;no;oct;205;1;-1
51;management;married;tertiary;5108;yes;no;oct;272;1;102
48;blue-collar;married;secondary;1738;yes;no;apr;349;1;-1
42;blue-collar;married;primary;-97;yes;no;feb;216;4;271
36;blue-collar;married;secondary;199;yes;no;jul;183;1;-1
43;management;married;tertiary;489;yes;no;may;130;1;172
31;admin.;married;primary;355;yes;yes;jun;61;6;-1
49;technician;single;secondary;-97;yes;no;jun;92;2;-1
35;management;divorced;tertiary;473;no;yes;aug;37;2;-1
44;entrepreneur;married;secondary;6649;yes;no;nov;354;2;-1
34;self-employed;married;tertiary;263;no;no;may;203;1;78
46;blue-collar;married;secondary;781;no;no;may;152;1;-1
49;blue-collar;married;primary;1032;yes;no;jun;41;5;-1
32;blue-collar;married;secondary;119;no;no;may;20;5;-1
35;management;divorced;tertiary;434;yes;no;may;277;1;271
51;admin.;married;secondary;2967;no;no;jun;83;2;-1
57;retired;divorced;secondary;-331;yes;no;may;531;1;-1
59;management;married;tertiary;1585;no;no;aug;91;5;-1
40;services;divorced;unknown;4384;yes;no;may;315;1;-1
49;management;single;tertiary;588;no;no;aug;70;9;-1
51;management;married;secondary;3180;yes;no;jul;384;1;-1
35;admin.;married;secondary;0;no;yes;jul;105;3;-1
29;self-employed;married;secondary;-76;yes;no;may;305;2;-1
32;services;single;secondary;152;yes;no;may;158;2;-1
37;housemaid;divorced;secondary;1040;yes;no;may;199;1;173
49;unemployed;married;primary;-384;yes;no;may;25;1;-1
45;technician;married;unknown;473;yes;no;may;147;1;-1
34;technician;single;secondary;475;yes;no;jul;538;8;-1
53;technician;married;secondary;0;no;no;aug;77;9;-1
42;entrepreneur;married;primary;149;no;no;aug;94;2;-1
43;technician;married;secondary;3285;yes;no;may;1721;2;-1
52;retired;married;secondary;424;no;no;nov;143;1;154
34;blue-collar;single;secondary;79;no;yes;nov;104;1;-1
34;technician;divorced;tertiary;674;yes;no;aug;587;2;-1
27;services;married;secondary;0;yes;no;jul;1608;13;-1
43;unemployed;married;tertiary;58;yes;no;feb;48;4;-1
41;technician;married;tertiary;532;yes;no;jul;74;1;-1
72;retired;married;secondary;4130;no;no;nov;427;1;-1
35;blue-collar;married;primary;422;yes;no;may;73;1;-1
41;management;married;tertiary;437;yes;no;jun;14;21;-1
36;blue-collar;divorced;primary;-308;yes;no;may;725;1;-1
51;housemaid;married;primary;30;yes;no;jul;333;2;-1
37;self-employed;married;tertiary;137;no;no;aug;244;6;-1
42;admin.;single;secondary;-247;yes;yes;oct;519;1;166
26;admin.;single;secondary;321;yes;no;jul;242;7;-1
23;services;single;secondary;250;yes;no;may;222;1;-1
50;management;married;tertiary;-470;yes;no;nov;130;2;160
37;blue-collar;married;secondary;140;yes;yes;may;490;1;-1
35;management;married;tertiary;2793;no;no;nov;258;2;-1
37;management;married;tertiary;410;no;no;jan;337;2;-1
79;retired;divorced;unknown;2628;no;no;jul;220;7;450
39;technician;married;secondary;116;no;no;aug;79;2;94
47;services;married;secondary;0;yes;no;jul;250;1;-1
44;blue-collar;married;secondary;878;yes;no;jun;130;1;-1
36;management;single;tertiary;2944;no;no;aug;882;8;-1
33;blue-collar;single;secondary;3975;yes;yes;apr;515;1;150
42;services;married;secondary;96;yes;no;may;238;3;340
35;technician;single;tertiary;2288;no;no;may;32;2;-1
31;blue-collar;married;secondary;472;yes;no;may;907;2;-1
58;services;married;primary;65;no;no;jun;162;1;-1
46;management;married;tertiary;0;no;no;may;70;2;-1
41;admin.;single;secondary;400;yes;no;jun;99;6;-1
58;technician;married;secondary;7495;yes;no;may;325;1;-1
33;blue-collar;married;secondary;137;no;yes;jul;305;12;-1
31;unemployed;married;secondary;24;yes;no;nov;631;1;-1
55;technician;divorced;secondary;3450;no;no;feb;169;1;183
38;technician;single;secondary;311;yes;no;may;61;2;-1
55;housemaid;married;secondary;139;no;no;aug;256;2;-1
47;management;single;tertiary;0;no;no;jun;58;3;-1
51;housemaid;married;primary;492;yes;no;may;142;3;-1
46;management;single;tertiary;334;yes;no;may;36;6;90
61;management;married;tertiary;997;no;no;mar;106;1;-1
47;management;single;tertiary;440;no;no;aug;71;4;-1
34;technician;married;secondary;47;no;no;aug;132;6;-1
34;blue-collar;married;secondary;1298;yes;no;may;120;1;-1
41;management;divorced;tertiary;3355;no;no;oct;181;2;500
36;blue-collar;divorced;secondary;-11;no;no;jun;152;2;-1
26;blue-collar;single;secondary;396;yes;no;may;302;1;-1
35;management;married;tertiary;8;no;no;apr;93;3;-1
36;blue-collar;married;secondary;1409;no;no;jun;235;2;-1
26;management;single;tertiary;170;no;no;jun;129;1;-1
58;management;married;primary;2769;yes;no;jul;94;2;-1
50;blue-collar;married;secondary;2320;yes;no;apr;310;1;-1
61;retired;married;secondary;76;yes;no;jul;195;7;-1
28;technician;single;secondary;2034;yes;no;may;196;1;-1
49;blue-collar;single;primary;3018;yes;no;may;93;1;-1
74;retired;married;secondary;921;no;no;apr;394;2;-1
53;blue-collar;married;secondary;483;yes;no;feb;288;3;-1
46;self-employed;married;secondary;390;yes;no;jul;208;2;-1
47;management;married;tertiary;0;no;no;oct;508;1;-1
42;blue-collar;single;primary;92;no;no;jul;86;2;-1
56;services;married;secondary;22196;yes;no;nov;189;1;-1
42;technician;married;secondary;2;no;no;may;249;2;-1
